,Relationship,name,full_community_id,Ar,AtomicNumber,Categorisation,Density,Dimensions,Form,Free_of,Material,MeltingPoint,Series,Specifications,Symbol,Title
161,IS_COMPOSED_OF,"['267', 'Title']",['228'],,,"['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Special Boring Grades', 'Specifications']",,,"['Borings and drillings ', 'name']","['Steel turnings', ' or chips', ' lumps', ' scale', ' corroded or rusty material', 'Categorisation']","['Cast or malleable iron ', 'full_community_id']",,,"['Containing not more than 1 percent oil', 'Form']",,"['No. 1 Chemical Borings', 'Material']"
162,IS_COMPOSED_OF,"['271', 'Title']",['232'],,,"['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Special Boring Grades', 'Specifications']",,,"['Borings and drillings ', 'name']","['Steel turnings', ' or chips', ' lumps', ' scale', ' corroded or rusty material', 'Categorisation']","['Cast or malleable iron ', 'full_community_id']",,,"['Nea clean', ' containing not more than 1.5 percent oil', 'Form']",,"['No. 2 Chemical Borings', 'Material']"
163,IS_COMPOSED_OF,"['270', 'Title']",['231'],,,"['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Special Boring Grades', 'Specifications']",,,"['Borings and drillings ', 'name']","['Steel turnings', ' scale', ' lumps and excessive oil', 'Categorisation']","['Malleable iron ', 'full_community_id']",,,"['Clean ', 'Form']",,"['Malleable Borings', 'Material']"
164,IS_COMPOSED_OF,"['223', 'Title']",['182'],,,"['Ferrous Scrap ', 'Specifications']",,,"['Borings and drillings ', 'name']","['Steel turnings', ' scale', ' lumps or excessive oil.', 'Categorisation']","['Cast Iron or malleable iron ', 'full_community_id']",,,"['Clean', 'Form']",,"['Iron Borings', 'Material']"
165,IS_COMPOSED_OF,"['Pallu', 'Title']",['47'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Condenser tubes', 'name']","['Nickel alloy and corroded material', 'Categorisation']","['Aluminum Brass', 'full_community_id']",,,"['Clean. May be plated or unplated', 'Form']",,"['Aluminum Brass Condenser Tubes', 'Material']"
166,IS_COMPOSED_OF,"['Melon', 'Title']",['37'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Pipe ', 'name']","['Plated and soldered materials or pipes with cast brass connections', 'Categorisation']","['Brass', 'full_community_id']",,,"['To be sound', ' clean pipes free of sediment and condenser tubes', 'Form']",,"['Brass Pipe', 'Material']"
167,IS_COMPOSED_OF,"['Lamb', 'Title']",['31'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Rifle shells', 'name']","['bullets', ' iron and any other foreign material', 'Categorisation']","['Brass', 'full_community_id']",,,"['Clean muffled. For material to be exported from the United States', ' all shells must be sufficiently mutilated to prevent reuse and reloading.', 'Form']",,"['Brass Small Arms and Rifle Shells', ' Clean Muffled (Popped)', 'Material']"
168,IS_COMPOSED_OF,"['Lake', 'Title']",['30'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Rifle shells', 'name']","['bullets', ' iron and any other foreign material', 'Categorisation']","['Brass', 'full_community_id']",,,"['Clean. For material to be exported from the United States', ' all shells must be sufficiently mutilated to prevent reuse and reloading', 'Form']",,"['Brass Small Arms and Rifle Shells', ' Clean Fired', 'Material']"
169,IS_COMPOSED_OF,"['Lace', 'Title']",['28'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Fired 70/30 shell cases', 'name']","['primers and any other foreign material', 'Categorisation']","['Brass', 'full_community_id']",,,"['Clean. For material to be exported from the United States', ' all shells must be sufficiently mutilated to prevent reuse and reloading', 'Form']",,"['Brass Shell Cases Without Primers', 'Material']"
170,IS_COMPOSED_OF,"['Erin', 'Title']",['21'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Borings', 'name']",,"['Brass', 'full_community_id']",,,"['Copper content of not less than 75%', ' a tin content of not less than 6%', ' and a lead content of not less than 6% nor more than 11%', ' and the total impurities', ' exclusive of zinc', ' antimony', ' and nickel of not more than 0.75%; the antimony content not to exceed 0.50%.', 'Form']",,"['Machinery or Hard Brass Borings', 'Material']"
171,IS_COMPOSED_OF,"['Engel', 'Title']",['20'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Solids', 'name']","['lined and unlined standard red car boxes.', 'Categorisation']","['Brass', 'full_community_id']",,,"['Copper content of not less than 75%', ' a tin content of not less than 6%', ' and a lead content of not less than 6% nor more than 11%', ' and total impurities', ' exclusive of zinc', ' antimony', ' and nickel of not more than 0.75%; the antimony content not to exceed 0.50%.', 'Form']",,"['Machinery or Hard Brass Solids', 'Material']"
172,IS_COMPOSED_OF,"['Elias', 'Title']",['18'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Solids and Borings', 'name']",,"['Bronze', 'full_community_id']",,,"['It is recommended that these materials be sold on sample or analysis.', 'Form']",,"['High Lead Bronze Solids and Borings', 'Material']"
173,IS_COMPOSED_OF,"['Berry', 'Title']",['0'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,"['Wire gauge subject to agreement between buyer and seller', 'Material']","['Wire ', 'name']",,"['Copper ', 'full_community_id']",,,"['Bare', ' Uncoated', ' Unalloyed', 'Form']",,"['No. 1 Copper Wire', 'Dimensions']"
174,IS_COMPOSED_OF,"['Druid', 'Dimensions']",['12'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,"['not smaller than No. 16 B & S wire gauge (unless smaller wire gauge is mutually agreed upon)', 'Title']","['Wire', 'name']",,"['Copper', 'full_community_id']",,,"['Uncoated', ' unalloyed with various types of insulation', 'Form']",,"['Insulated Copper Wire Scrap', 'Material']"
175,IS_COMPOSED_OF,"['Droid', 'Title']",['10'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Wire ', 'name']",,"['Copper ', 'full_community_id']",,,"['with various types of insulation. To be sold on a sample or recovery basis', ' subject to agreement between buyer and seller. Existence of jelly wire subject to agreement between buyer and seller.', 'Form']",,"['Insulated Copper Wire Scrap', 'Material']"
176,IS_COMPOSED_OF,"['Cobra', 'Title']",['6'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Wire scrap nodules', 'name']",,"['Copper ', 'full_community_id']",,,"['Unalloyed', ' Chopped or shredded. Maximum metal impurities not to exceed 0.50% aluminum and 1% each of other metals or insulation.', 'Form']",,"['No. 2 Copper Wire Nodules', 'Material']"
177,IS_COMPOSED_OF,"['Clove', 'Dimensions']",['5'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,"['Gauge smaller than No. 16 B & S wire subject to agreement between buyer and seller', 'Title']","['Wire scrap nodules', 'name']","['Tin', ' Lead', ' Zinc', ' Aluminum', ' Iron', ' Other metallic impurities', ' Insulation', ' other foreign contamination', 'Categorisation']","['[Copper ', 'full_community_id']",,,"['Uncoated', ' Unalloyed', ' Chopped or Shredded', 'Form']",,"['No. 1 Copper Wire Nodules', 'Material']"
178,IS_COMPOSED_OF,"['Cliff', 'Title']",['4'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Miscellaneous Scrap', 'name']","['excessively leaded', ' tinned', ' soldered copper scrap', ' brasses and bronzes; excessive oil content', ' iron', ' non-metallics', ' copper tubing with other than copper connections or with sediment', ' copper wire from burning', ' insulation', ' hair wire', ' brittle burnt wire', ' reasonable free of ash', 'Categorisation']","['Copper ', 'full_community_id']",,,"['Unalloyed', 'Form']",,"['No. 2 Copper Solids and Tubing', 'Material']"
179,IS_COMPOSED_OF,"['Candy', 'Title']",['3'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Clippings', ' punchings', ' bus bars', ' commutator segments', ' copper tubing', 'name']",,"['Copper ', 'full_community_id']",,,"['clean', ' unalloyed', ' uncoated', 'Form']",,"['No. 1 Heavy Copper Solids and Tubing', 'Material']"
180,IS_COMPOSED_OF,"['Birch', 'Title']",['2'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Miscellaneous', ' Wire ', 'name']","['Excessively leaded', ' tinned', ' soldered copper wire; brass and bronze wire; excessive oil content', ' iron', ' non-metallics', ' copper wire from burning', ' insulation', ' hair wire', ' brittle burnt wire', ' reasonable free of ash', 'Categorisation']","['Copper ', 'full_community_id']",,,"['Unalloyed', 'Form']",,"['No. 2 Copper Wire', 'Material']"
181,IS_COMPOSED_OF,"['Barley', 'Title']",['1'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,"['Wire gauge subject to agreement between buyer and seller', 'Material']","['Wire and Cable ', 'name']","['Brittle Burnt Wire', ' Copper Tubing ', 'Categorisation']","['Copper ', 'full_community_id']",,,"['Clean', ' Untinned', ' Uncoated', ' Unalloyed', 'Form']",,"['No. 1 Copper Wire', 'Dimensions']"
182,CONTAINS,"['LEAD', 'full_community_id']","['329', 'AtomicNumber']","['207.2', 'Symbol']","['82', 'Density']",,['11.29'],,,,,"['327.5', 'Ar']",,,"['Pb', 'name']",
183,CONTAINS,"['TIN', 'full_community_id']","['326', 'AtomicNumber']","['118.71', 'Symbol']","['50', 'Density']",,['5.75'],,,,,"['231.9', 'Ar']",,,"['Sn', 'name']",
184,CONTAINS,"['ZINC', 'full_community_id']","['328', 'AtomicNumber']","['65.38', 'Symbol']","['30', 'Density']",,['7.13'],,,,,"['419.5', 'Ar']",,,"['Zn', 'name']",
185,CONTAINS,"['COPPER', 'full_community_id']","['319', 'AtomicNumber']","['63.546', 'Symbol']","['29', 'Density']",,['8.96'],,,,,"['1085', 'Ar']",,,"['Cu', 'name']",
186,IS_COMPOSED_OF,"['Niche', 'Title']",['41'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Rod ends and forgings', 'name']",,"['Leaded Brass', 'full_community_id']",,,"['Alloyed with copper', ' zinc and lead. Turnings shall be unmixed and have less than 0.01% alloyed bismuth and silicon each', 'Form']",,"['Leaded Brass Scrap Rod Ends and Forgings', 'Material']"
187,IS_COMPOSED_OF,"['Nascent', 'Title']",['40'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Borings and turnings', 'name']",,"['Leaded Brass', 'full_community_id']",,,"['Alloyed with copper', ' zinc and lead. Turnings shall be unmixed and have less than 0.01% alloyed bismuth and silicon each', 'Form']",,"['Leaded Brass Scrap Turnings', 'Material']"
188,IS_COMPOSED_OF,"['Ecstatic', 'Title']",['15'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Scrap borings and turnings', 'name']",,"['Brass', 'full_community_id']",,,"['Alloyed with copper', ' tin', ' bismuth', ' and zinc. Turnings shall be unmixed and have less than 0.2% alloyed lead or as agreed between buyer and seller. Examples that meet this specification include', ' but are not limited to', ' CDA 89833/35/36/37/41/42 and 45.', 'Form']",,"['Lead-Free Bismuth Brass Turnings', 'Material']"
189,IS_COMPOSED_OF,"['Ebulent', 'Title']",['14'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Scrap castings', 'name']","['leaded brass attachments and have less than 0.2% alloyed lead or as agreed between buyer and seller.', 'Categorisation']","['Brass', 'full_community_id']",,,"['Alloyed with copper', 'tin', ' bismuth', ' and zinc. Examples that meet this pecification include', ' but are not limited to', ' CDA 89833/35/36/37/41/42 and 45.', 'Form']",,"['Lead-Free Bismuth Brass Solids', 'Material']"
190,IS_COMPOSED_OF,"['Parch', 'Title']",['49'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Solids ', 'name']","['Aluminum bronze and silicon bronze.', 'Categorisation']","['Manganese bronze', 'full_community_id']",,,"['Copper content of not less than 55%', ' a lead content of not more than 1%', 'Form']",,"['Manganese Bronze Solids', 'Material']"
191,IS_COMPOSED_OF,"['Palms', 'Title']",['48'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Tubes', 'name']","['Nickel alloy', ' aluminum alloy and corroded material', 'Categorisation']","['Muntz metal ', 'full_community_id']",,,"['Clean', ' sound', ' may be plated or unplated', 'Form']",,"['Muntz Metal Tubes', 'Material']"
192,IS_COMPOSED_OF,"['Niece', 'Title']",['39'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Turnings', 'name']",,"['Nickel Silver', 'full_community_id']",,,"['To be sold by sample or analysis', 'Form']",,"['null', 'Material']"
193,IS_COMPOSED_OF,"['Naggy', 'Title']",['38'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Castings', 'name']",,"['Nickel Silver', 'full_community_id']",,,"['To be packed and sold separately', 'Form']",,"['Nickel Silver Castings', 'Material']"
194,IS_COMPOSED_OF,"['Malic', 'Title']",['36'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Sheet', ' pipe', ' rod', ' tubes', ' wire', ' screen', 'name']","['Foreign substances', ' iron rimmed material and other metals', 'Categorisation']","['Nickel Silver', 'full_community_id']",,,"['Old. Soldered or unsoldered. Must not be trimmed seams alone.', 'Form']",,"['Old Nickel Silver', 'Material']"
195,IS_COMPOSED_OF,"['Malar', 'Title']",['35'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Clippings', 'name']",,"['Nickel Silver', 'full_community_id']",,,"['Shall consist of one specified nickel silver alloy. Not to contain more than 10% of clean punchings under 1/4 inch.', 'Form']",,"['New Segregated Nickel Silver Clippings', 'Material']"
196,IS_COMPOSED_OF,"['Major', 'Title']",['34'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Clippings', ' Plate Rods', ' Forgings', ' Rolled Shapes', 'name']","['Chrome or any other plating material', 'Categorisation']","['Nickel Silver', 'full_community_id']",,,"['New', ' clean. Must be sold on nickel content specifications such as 10%� 12%�15%� 18%�20%. Leaded nickel silver clippings should be packed and sold separately. A description as to its physical characteristics should be made in offering all nickel silver material', 'Form']",,"['New Nickel Silver Clippings and Solids', 'Material']"
197,IS_COMPOSED_OF,"['Maize', 'Title']",['33'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Clippings', 'name']","['chrome or any other plating material', 'Categorisation']","['Nickel Silver', 'full_community_id']",,,"['One or more nickel silver alloys the range of nickel content to be specified. Leaded nickel silver clippings should be packed and sold separately. Not to contain more than 10% of clean punchings under 1/4 inch', 'Form']",,"['Mixed New Nickel Silver Clippings', 'Material']"
198,CONTAINS,"['LEAD', 'full_community_id']","['329', 'AtomicNumber']","['207.2', 'Symbol']","['82', 'Density']",,['11.29'],,,,,"['327.5', 'Ar']",,,"['Pb', 'name']",
199,CONTAINS,"['ZINC', 'full_community_id']","['328', 'AtomicNumber']","['65.38', 'Symbol']","['30', 'Density']",,['7.13'],,,,,"['419.5', 'Ar']",,,"['Zn', 'name']",
200,CONTAINS,"['TIN', 'full_community_id']","['326', 'AtomicNumber']","['118.71', 'Symbol']","['50', 'Density']",,['5.75'],,,,,"['231.9', 'Ar']",,,"['Sn', 'name']",
201,CONTAINS,"['ALUMINUM', 'full_community_id']","['322', 'AtomicNumber']","['26.981539', 'Symbol']","['13', 'Density']",,['2.7'],,,,,"['660.3', 'Ar']",,,"['Al', 'name']",
202,CONTAINS,"['COPPER', 'full_community_id']","['319', 'AtomicNumber']","['63.546', 'Symbol']","['29', 'Density']",,['8.96'],,,,,"['1085', 'Ar']",,,"['Cu', 'name']",
203,IS_COMPOSED_OF,"['Enerv', 'Title']",['19'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Turnings', 'name']",,"['Red Brass', 'full_community_id']",,,"['Should be sold subject to sample or analysis.', 'Form']",,"['Red Brass Composition Turnings', 'Material']"
204,IS_COMPOSED_OF,"['Elder', 'Title']",['17'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Bushings and bearings', 'name']","['iron-backed bearings', 'Categorisation']","['Brass', 'full_community_id']",,,"['from automobiles and other machinery', ' shall contain not less than 12% high tin-base babbitt', 'Form']",,"['null', 'Material']"
205,IS_COMPOSED_OF,"['Ebony', 'Dimensions']",['13'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,"['No piece to measure more than 12� over any one part or weigh over 100 lbs.', 'Title']","['Valves', ' machinery bearings and other machinery parts', ' including miscellaneous castings', 'name']","['semi-red brass castings (78% to 81% copper); railroad car boxes and other similar high-lead alloys; cocks and faucets; closed water meters; gates; pot pieces; ingots and burned brass; aluminum', ' silicon', ' and manganese bronzes; iron and non-metallics.', 'Categorisation']","['Red Brass', 'full_community_id']",,,"['Made of copper', ' tin', ' zinc', ' and/or lead', 'Form']",,"['Composition or Red Brass', 'Material']"
206,CONTAINS,"['TIN', 'full_community_id']","['326', 'AtomicNumber']","['118.71', 'Symbol']","['50', 'Density']",,['5.75'],,,,,"['231.9', 'Ar']",,,"['Sn', 'name']",
207,CONTAINS,"['LEAD', 'full_community_id']","['329', 'AtomicNumber']","['207.2', 'Symbol']","['82', 'Density']",,['11.29'],,,,,"['327.5', 'Ar']",,,"['Pb', 'name']",
208,CONTAINS,"['ZINC', 'full_community_id']","['328', 'AtomicNumber']","['65.38', 'Symbol']","['30', 'Density']",,['7.13'],,,,,"['419.5', 'Ar']",,,"['Zn', 'name']",
209,CONTAINS,"['COPPER', 'full_community_id']","['319', 'AtomicNumber']","['63.546', 'Symbol']","['29', 'Density']",,['8.96'],,,,,"['1085', 'Ar']",,,"['Cu', 'name']",
210,IS_COMPOSED_OF,"['Noble', 'Dimensions']",['43'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,"['Pieces not larger than 12�', 'Title']","['Rod ends', 'name']","['Turning brass rods or forging rods', ' Muntz metal and naval brass or any other alloys', ' foreign matter', 'Categorisation']","['Yellow brass', 'full_community_id']",,,"['New ', ' clean', ' not to contain more than 0.3% tin and not mode than 0.15% alloyed iron. ', 'Form']",,"['Yellow Brass Rod Ends', 'Material']"
211,IS_COMPOSED_OF,"['Night', 'Title']",['42'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Rod turnings (strictly)', 'name']","['Aluminum', ' manganese', ' composition', ' Tobin and Muntz metal turnings', ' grindings and babbitts', 'Categorisation']","['Yellow brass', 'full_community_id']",,,"['Not to contain over 3% free iron', ' oil or other moisture; to contain not more than 0.30% tin and not more than 0.15% alloyed iron', 'Form']",,"['Yellow Brass Rod Turnings', 'Material']"
212,IS_COMPOSED_OF,"['Nomad', 'Title']",['44'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Turnings', 'name']","['Aluminum', ' manganese and composition turnings', ' grindings and babbitts', 'Categorisation']","['Yellow brass', 'full_community_id']",,,"['Not to contain over 3% of free iron', ' oil or other moisture. To avoid dispute', ' to be sold subject to sample or analysis.', 'Form']",,"['Yellow Brass Turnings', 'Material']"
213,IS_COMPOSED_OF,"['Lark', 'Title']",['32'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Primers', 'name']","['iron', ' excessive dirt', ' corrosion and any other foreign material', 'Categorisation']","['Yellow Brass', 'full_community_id']",,,"['Clean', ' burnt or unburnt', 'Form']",,"['Yellow Brass Primer', 'Material']"
214,IS_COMPOSED_OF,"['Label', 'Title']",['27'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,,"['Clippings', ' Cuttings', 'name']","['from foreign substances', ' Muntz metal and naval brass', 'Categorisation']","['Brass', 'full_community_id']",,,"['new unleaded yellow brass sheet or plate', ' to be clean', ' not to contain more than 10% of clean brass punchings under 1/4 inch', 'Form']",,"['New Brass Clipings', 'Material']"
215,IS_COMPOSED_OF,"['Ivory', 'Dimensions']",['26'],,,"['Nonferrous Scrap - Red Metals', 'Specifications']",,"['no piece to measure more than 12 inches over any one part', 'Title']","['Castings in crucible shape ', 'name']","['brass forgings', ' silicon bronze', ' aluminum bronze and manganese bronze', 'Categorisation']",,,,"['not to contain more than 15% nickel plated material', 'Form']",,"['Yellow Brass Castings', 'full_community_id']"
216,IS_COMPOSED_OF,"['Honey', 'Title']",['25'],,,"['Nonferrous Scrap - Red Metals', 'Form']",,,"['Mixed Solids', ' Castings', ' Tubings', ' Rolled', ' Rod', ' Plated', 'name']","['Manganese-bronze', ' aluminumbronze', ' unsweated radiators or radiator parts', ' iron', ' and excessively dirty and corroded materials', ' any type of munitions including', ' but not limited to', ' bullet casings.', 'Categorisation']","['Yellow brass', 'full_community_id']",,,,,"['Yellow Brass Scrap', 'Material']"
217,CONTAINS,"['ZINC', 'full_community_id']","['328', 'AtomicNumber']","['65.38', 'Symbol']","['30', 'Density']",,['7.13'],,,,,"['419.5', 'Ar']",,,"['Zn', 'name']",
218,CONTAINS,"['TIN', 'full_community_id']","['326', 'AtomicNumber']","['118.71', 'Symbol']","['50', 'Density']",,['5.75'],,,,,"['231.9', 'Ar']",,,"['Sn', 'name']",
219,CONTAINS,"['ALUMINUM', 'full_community_id']","['322', 'AtomicNumber']","['26.981539', 'Symbol']","['13', 'Density']",,['2.7'],,,,,"['660.3', 'Ar']",,,"['Al', 'name']",
220,CONTAINS,"['LEAD', 'full_community_id']","['329', 'AtomicNumber']","['207.2', 'Symbol']","['82', 'Density']",,['11.29'],,,,,"['327.5', 'Ar']",,,"['Pb', 'name']",
221,CONTAINS,"['COPPER', 'full_community_id']","['319', 'AtomicNumber']","['63.546', 'Symbol']","['29', 'Density']",,['8.96'],,,,,"['1085', 'Ar']",,,"['Cu', 'name']",
222,CONTAINS,"['COPPER', 'full_community_id']","['319', 'AtomicNumber']","['63.546', 'Symbol']","['29', 'Density']",,['8.96'],,,,,"['1085', 'Ar']",,,"['Cu', 'name']",
223,CONTAINS,"['ALUMINUM', 'full_community_id']","['322', 'AtomicNumber']","['26.981539', 'Symbol']","['13', 'Density']",,['2.7'],,,,,"['660.3', 'Ar']",,,"['Al', 'name']",
224,CONTAINS,"['TIN', 'full_community_id']","['326', 'AtomicNumber']","['118.71', 'Symbol']","['50', 'Density']",,['5.75'],,,,,"['231.9', 'Ar']",,,"['Sn', 'name']",
225,CONTAINS,"['LEAD', 'full_community_id']","['329', 'AtomicNumber']","['207.2', 'Symbol']","['82', 'Density']",,['11.29'],,,,,"['327.5', 'Ar']",,,"['Pb', 'name']",
226,CONTAINS,"['ZINC', 'full_community_id']","['328', 'AtomicNumber']","['65.38', 'Symbol']","['30', 'Density']",,['7.13'],,,,,"['419.5', 'Ar']",,,"['Zn', 'name']",
227,CONTAINS,"['ZINC', 'full_community_id']","['328', 'AtomicNumber']","['65.38', 'Symbol']","['30', 'Density']",,['7.13'],,,,,"['419.5', 'Ar']",,,"['Zn', 'name']",
228,CONTAINS,"['TIN', 'full_community_id']","['326', 'AtomicNumber']","['118.71', 'Symbol']","['50', 'Density']",,['5.75'],,,,,"['231.9', 'Ar']",,,"['Sn', 'name']",
229,CONTAINS,"['COPPER', 'full_community_id']","['319', 'AtomicNumber']","['63.546', 'Symbol']","['29', 'Density']",,['8.96'],,,,,"['1085', 'Ar']",,,"['Cu', 'name']",
230,CONTAINS,"['LEAD', 'full_community_id']","['329', 'AtomicNumber']","['207.2', 'Symbol']","['82', 'Density']",,['11.29'],,,,,"['327.5', 'Ar']",,,"['Pb', 'name']",
