,Relationship,name,full_community_id,Ar,AtomicNumber,Categorisation,Density,Dimensions,Form,Free_of,Material,MeltingPoint,Series,Specifications,Symbol,Title
231,CONTAINS,"['ALUMINUM', 'full_community_id']","['322', 'AtomicNumber']","['26.981539', 'Symbol']","['13', 'Density']",,['2.7'],,,,,"['660.3', 'Ar']",,,"['Al', 'name']",
232,CONTAINS,"['LEAD', 'full_community_id']","['329', 'AtomicNumber']","['207.2', 'Symbol']","['82', 'Density']",,['11.29'],,,,,"['327.5', 'Ar']",,,"['Pb', 'name']",
233,CONTAINS,"['TIN', 'full_community_id']","['326', 'AtomicNumber']","['118.71', 'Symbol']","['50', 'Density']",,['5.75'],,,,,"['231.9', 'Ar']",,,"['Sn', 'name']",
234,CONTAINS,"['COPPER', 'full_community_id']","['319', 'AtomicNumber']","['63.546', 'Symbol']","['29', 'Density']",,['8.96'],,,,,"['1085', 'Ar']",,,"['Cu', 'name']",
235,CONTAINS,"['ZINC', 'full_community_id']","['328', 'AtomicNumber']","['65.38', 'Symbol']","['30', 'Density']",,['7.13'],,,,,"['419.5', 'Ar']",,,"['Zn', 'name']",
236,CONTAINS,"['COPPER', 'full_community_id']","['319', 'AtomicNumber']","['63.546', 'Symbol']","['29', 'Density']",,['8.96'],,,,,"['1085', 'Ar']",,,"['Cu', 'name']",
237,CONTAINS,"['LEAD', 'full_community_id']","['329', 'AtomicNumber']","['207.2', 'Symbol']","['82', 'Density']",,['11.29'],,,,,"['327.5', 'Ar']",,,"['Pb', 'name']",
238,CONTAINS,"['ZINC', 'full_community_id']","['328', 'AtomicNumber']","['65.38', 'Symbol']","['30', 'Density']",,['7.13'],,,,,"['419.5', 'Ar']",,,"['Zn', 'name']",
239,CONTAINS,"['ALUMINUM', 'full_community_id']","['322', 'AtomicNumber']","['26.981539', 'Symbol']","['13', 'Density']",,['2.7'],,,,,"['660.3', 'Ar']",,,"['Al', 'name']",
240,CONTAINS,"['COPPER', 'full_community_id']","['319', 'AtomicNumber']","['63.546', 'Symbol']","['29', 'Density']",,['8.96'],,,,,"['1085', 'Ar']",,,"['Cu', 'name']",
241,CONTAINS,"['TIN', 'full_community_id']","['326', 'AtomicNumber']","['118.71', 'Symbol']","['50', 'Density']",,['5.75'],,,,,"['231.9', 'Ar']",,,"['Sn', 'name']",
242,CONTAINS,"['ZINC', 'full_community_id']","['328', 'AtomicNumber']","['65.38', 'Symbol']","['30', 'Density']",,['7.13'],,,,,"['419.5', 'Ar']",,,"['Zn', 'name']",
243,CONTAINS,"['LEAD', 'full_community_id']","['329', 'AtomicNumber']","['207.2', 'Symbol']","['82', 'Density']",,['11.29'],,,,,"['327.5', 'Ar']",,,"['Pb', 'name']",
244,CONTAINS,"['LEAD', 'full_community_id']","['329', 'AtomicNumber']","['207.2', 'Symbol']","['82', 'Density']",,['11.29'],,,,,"['327.5', 'Ar']",,,"['Pb', 'name']",
245,CONTAINS,"['TIN', 'full_community_id']","['326', 'AtomicNumber']","['118.71', 'Symbol']","['50', 'Density']",,['5.75'],,,,,"['231.9', 'Ar']",,,"['Sn', 'name']",
246,CONTAINS,"['COPPER', 'full_community_id']","['319', 'AtomicNumber']","['63.546', 'Symbol']","['29', 'Density']",,['8.96'],,,,,"['1085', 'Ar']",,,"['Cu', 'name']",
247,CONTAINS,"['ZINC', 'full_community_id']","['328', 'AtomicNumber']","['65.38', 'Symbol']","['30', 'Density']",,['7.13'],,,,,"['419.5', 'Ar']",,,"['Zn', 'name']",
248,CONTAINS,"['ALUMINUM', 'full_community_id']","['322', 'AtomicNumber']","['26.981539', 'Symbol']","['13', 'Density']",,['2.7'],,,,,"['660.3', 'Ar']",,,"['Al', 'name']",
249,CONTAINS,"['LEAD', 'full_community_id']","['329', 'AtomicNumber']","['207.2', 'Symbol']","['82', 'Density']",,['11.29'],,,,,"['327.5', 'Ar']",,,"['Pb', 'name']",
250,CONTAINS,"['TIN', 'full_community_id']","['326', 'AtomicNumber']","['118.71', 'Symbol']","['50', 'Density']",,['5.75'],,,,,"['231.9', 'Ar']",,,"['Sn', 'name']",
251,CONTAINS,"['COPPER', 'full_community_id']","['319', 'AtomicNumber']","['63.546', 'Symbol']","['29', 'Density']",,['8.96'],,,,,"['1085', 'Ar']",,,"['Cu', 'name']",
252,CONTAINS,"['ZINC', 'full_community_id']","['328', 'AtomicNumber']","['65.38', 'Symbol']","['30', 'Density']",,['7.13'],,,,,"['419.5', 'Ar']",,,"['Zn', 'name']",
253,CONTAINS,"['LEAD', 'full_community_id']","['329', 'AtomicNumber']","['207.2', 'Symbol']","['82', 'Density']",,['11.29'],,,,,"['327.5', 'Ar']",,,"['Pb', 'name']",
254,CONTAINS,"['ZINC', 'full_community_id']","['328', 'AtomicNumber']","['65.38', 'Symbol']","['30', 'Density']",,['7.13'],,,,,"['419.5', 'Ar']",,,"['Zn', 'name']",
255,CONTAINS,"['COPPER', 'full_community_id']","['319', 'AtomicNumber']","['63.546', 'Symbol']","['29', 'Density']",,['8.96'],,,,,"['1085', 'Ar']",,,"['Cu', 'name']",
256,CONTAINS,"['TIN', 'full_community_id']","['326', 'AtomicNumber']","['118.71', 'Symbol']","['50', 'Density']",,['5.75'],,,,,"['231.9', 'Ar']",,,"['Sn', 'name']",
257,CONTAINS,"['ZINC', 'full_community_id']","['328', 'AtomicNumber']","['65.38', 'Symbol']","['30', 'Density']",,['7.13'],,,,,"['419.5', 'Ar']",,,"['Zn', 'name']",
258,CONTAINS,"['ALUMINUM', 'full_community_id']","['322', 'AtomicNumber']","['26.981539', 'Symbol']","['13', 'Density']",,['2.7'],,,,,"['660.3', 'Ar']",,,"['Al', 'name']",
259,CONTAINS,"['TIN', 'full_community_id']","['326', 'AtomicNumber']","['118.71', 'Symbol']","['50', 'Density']",,['5.75'],,,,,"['231.9', 'Ar']",,,"['Sn', 'name']",
260,CONTAINS,"['COPPER', 'full_community_id']","['319', 'AtomicNumber']","['63.546', 'Symbol']","['29', 'Density']",,['8.96'],,,,,"['1085', 'Ar']",,,"['Cu', 'name']",
261,CONTAINS,"['LEAD', 'full_community_id']","['329', 'AtomicNumber']","['207.2', 'Symbol']","['82', 'Density']",,['11.29'],,,,,"['327.5', 'Ar']",,,"['Pb', 'name']",
262,CONTAINS,"['ZINC', 'full_community_id']","['328', 'AtomicNumber']","['65.38', 'Symbol']","['30', 'Density']",,['7.13'],,,,,"['419.5', 'Ar']",,,"['Zn', 'name']",
263,CONTAINS,"['TIN', 'full_community_id']","['326', 'AtomicNumber']","['118.71', 'Symbol']","['50', 'Density']",,['5.75'],,,,,"['231.9', 'Ar']",,,"['Sn', 'name']",
264,CONTAINS,"['ALUMINUM', 'full_community_id']","['322', 'AtomicNumber']","['26.981539', 'Symbol']","['13', 'Density']",,['2.7'],,,,,"['660.3', 'Ar']",,,"['Al', 'name']",
265,CONTAINS,"['LEAD', 'full_community_id']","['329', 'AtomicNumber']","['207.2', 'Symbol']","['82', 'Density']",,['11.29'],,,,,"['327.5', 'Ar']",,,"['Pb', 'name']",
266,CONTAINS,"['COPPER', 'full_community_id']","['319', 'AtomicNumber']","['63.546', 'Symbol']","['29', 'Density']",,['8.96'],,,,,"['1085', 'Ar']",,,"['Cu', 'name']",
267,CONTAINS,"['ALUMINUM', 'full_community_id']","['322', 'AtomicNumber']","['26.981539', 'Symbol']","['13', 'Density']",,['2.7'],,,,,"['660.3', 'Ar']",,,"['Al', 'name']",
268,CONTAINS,"['COPPER', 'full_community_id']","['319', 'AtomicNumber']","['63.546', 'Symbol']","['29', 'Density']",,['8.96'],,,,,"['1085', 'Ar']",,,"['Cu', 'name']",
269,CONTAINS,"['LEAD', 'full_community_id']","['329', 'AtomicNumber']","['207.2', 'Symbol']","['82', 'Density']",,['11.29'],,,,,"['327.5', 'Ar']",,,"['Pb', 'name']",
270,CONTAINS,"['COPPER', 'full_community_id']","['319', 'AtomicNumber']","['63.546', 'Symbol']","['29', 'Density']",,['8.96'],,,,,"['1085', 'Ar']",,,"['Cu', 'name']",
271,CONTAINS,"['COPPER', 'full_community_id']","['319', 'AtomicNumber']","['63.546', 'Symbol']","['29', 'Density']",,['8.96'],,,,,"['1085', 'Ar']",,,"['Cu', 'name']",
272,IS_COMPOSED_OF,"['Scabs', 'Title']",['99'],,,"['Nonferrous Scrap - Zinc', 'Specifications']",,,"['Die castings', 'name']","['Corrosion', 'Categorisation']","['Zinc ', 'full_community_id']",,,"['New or unused', ' clean', ' zinc base die castings. Castings to be unplated', ' unpainted', 'Form']",,"['New Zinc Die Cast Scrap', 'Material']"
273,IS_COMPOSED_OF,"['Scroll', 'Title']",['105'],,,"['Nonferrous Scrap - Zinc', 'Specifications']",,,"['Cast scrap produced from automobile fragmentizers', 'name']",,,,,"['Material to contain about 55% zinc-bearing scrap. Other nonferrous metals such as aluminum', ' stainless steel', ' red metal', ' etc.', ' to be about 40%. Insulated copper wire about 1%. Trash', ' dirt', ' glass', ' rubber', ' oil', ' iron', ' not to exceed 5%.', 'Form']",,"['Unsorted Zing Die Cast Scrap', 'full_community_id']"
274,IS_COMPOSED_OF,"['Scrub', 'Dimensions']",['106'],,,"['Nonferrous Scrap - Zinc', 'Specifications']",,"['Broken pieces under 2� in diameter shall not exceed 10% of the weight of each shipment. Slabs shall not weigh over 100 pounds each.', 'Title']","['Dross in slab', 'name']",,,,,"['Consists only of galvanizers unsweated zinc dross in slab form from hot dip galvanizing (Batch Process) with a minimum zinc content of 92% and shall be free of skimmings and tramp iron. Material from continuous galvanizing operation is not acceptable.', 'Form']",,"['Hot Dip Galvanizers Slab Zinc Dross (Batch Process)', 'full_community_id']"
275,IS_COMPOSED_OF,"['Seal', 'Dimensions']",['108'],,,"['Nonferrous Scrap - Zinc', 'Specifications']",,"['Not weighing in excess of 100 pounds each slab. Broken pieces under 2� in diameter shall not exceed 10% of the weight of each shipment.', 'Title']","['Dross', 'name']","['Skimmings', 'Categorisation']",,,,"['Unsweated zinc dross removed from the top of a continuous line galvanizing bath', ' in slab form with a minimum zinc content of 90%. ', 'Form']",,"['Continuous Line Galvanizing Slab Zinc Top Dross', 'full_community_id']"
276,IS_COMPOSED_OF,"['Scull', 'Title']",['107'],,,"['Nonferrous Scrap - Zinc', 'Specifications']",,,"['Die cast materials in slabs or pigs', 'name']","['Material to be free from drosses and to contain a minimum zinc content of 90%', 'Categorisation']",,,,"['Melted zinc base die cast materials', ' in smooth clean solid slabs or pigs. To contain a maximum of 0.1% nickel and maximum of 1% lead.', 'Form']",,"['Zinc Die Cast Slabs or Pigs', 'full_community_id']"
277,IS_COMPOSED_OF,"['Shelf', 'Dimensions']",['110'],,,"['Nonferrous Scrap - Zinc', 'Specifications']",,"['Weighing not over 75 pounds each mold or mound.', 'Title']","['Skimmings', 'name']","['Corrosion or oxidation', 'Categorisation']",,,,"['Metal skimmed from the top of pot of molten zinc die cast metal. Must be unsweated', ' unfluxed', ' shiny', ' smooth', ' metallic. Should be poured in molds or in small mounds', 'Form']",,"['Prime Zinc Die Cast Dross', 'full_community_id']"
278,IS_COMPOSED_OF,"['Scribe', 'Title']",['104'],,,"['Nonferrous Scrap - Zinc', 'Specifications']",,,"['Fragmentizer Die Cast Scrap', ' As Produced From Automobile Fragmentizers', 'name']","['Dirt', ' oil', ' glass', ' rubber', ' and trash', 'Categorisation']",,,,"['Clean.To contain a maximum of 5% unmeltables such as free iron', ' copper', ' aluminum and other metals', 'Form']",,"['Crushed Clean Sorted Fragmentizer Die Cast Scrap', ' As Produced From Automobile Fragmentizers', 'full_community_id']"
279,IS_COMPOSED_OF,"['Screen', 'Title']",['103'],,,"['Nonferrous Scrap - Zinc', 'Specifications']",,,"['Sheets or stampings ', 'name']","['Corrosion ', 'Categorisation']",,,,"['New pure zinc. To contain no foreign material or attachments.', 'Form']",,"['New Zinc Clippings', 'full_community_id']"
280,IS_COMPOSED_OF,"['Score', 'Title']",['102'],,,"['Nonferrous Scrap - Zinc', 'Specifications']",,,"['Zinc scrap (such as sheets', ' jar lids)', ' castings anti-corrosion plates', 'name']",,,,,"['Clean', ' dry', ' unalloyed. Borings and turnings are not acceptable.Material must not be excessively corroded or oxidized. All foreign attachments and extraneous materials are deductible', 'Form']",,"['Old Zinc Scrap', 'full_community_id']"
281,IS_COMPOSED_OF,"['Scoot', 'Title']",['100'],,,"['Nonferrous Scrap - Zinc', 'Specifications']",,,"['Die castings automotive grilles ', 'name']","['Soldered material', 'Categorisation']","['Zinc ', 'full_community_id']",,,"['Clean', ' old or used. All foreign attachments and extraneous materials are deductible.', 'Form']",,"['Zinc Die Cast Automotive Grilles', 'Material']"
282,IS_COMPOSED_OF,"['Seam', 'Dimensions']",['109'],,,"['Nonferrous Scrap - Zinc', 'Specifications']",,"['Not weighing in excess of 100 pounds each slab. Broken pieces under 2� in diameter shall not exceed 10% of the weight of each shipment.', 'Title']","['Dross', 'name']","['Skimmings', 'Categorisation']",,,,"['Unsweated zinc dross removed from the top of a continuous line galvanizing bath', ' in slab form with a minimum zinc content of 92%. ', 'Form']",,"['Continuous Line Galvanizing Slab Zinc Bottom Dross', 'full_community_id']"
283,IS_COMPOSED_OF,"['Saves', 'Title']",['98'],,,"['Nonferrous Scrap - Zinc', 'Specifications']",,,"['Die castings', 'name']","['Borings', ' turnings', ' dross pieces', ' chunks', ' melted pieces and skimmings', 'Categorisation']","['Zinc', 'full_community_id']",,,"['Miscellaneous old zinc base die castings', ' with or without iron and other foreign attachments. All unmeltables', ' dirt', ' foreign attachments', ' and volatile substances (such as rubber', ' cork', ' plastic', ' grease', ' etc.) are deductible. Material containing in excess of 30% iron will not constitute good delivery.', 'Form']",,"['Old Zinc Die Cast Scrap', 'Material']"
284,IS_COMPOSED_OF,"['220', 'Title']",['179'],,,"['Ferrous Scrap ', 'Specifications']",,,"['Trunings and borings (iron)', 'name']","['Iron borings', ' nonferrous metals in a free state', ' scale', ' or excessive oil', 'Categorisation']","['Wrought Iron or steel', 'full_community_id']",,,"['Clean. May not include badly rusted or corroded stock.', 'Form']",,"['Machine Shop Turnings and Iron Borings', 'Material']"
285,IS_COMPOSED_OF,"['219', 'Title']",['178'],,,"['Ferrous Scrap ', 'Specifications']",,,"['Turnings', 'name']","['Iron borings', ' nonferrous metals in a free state', ' scale', ' or excessive oil', 'Categorisation']","['Wrought Iron or steel', 'full_community_id']",,,"['Clean. May not include badly rusted or corroded stock.', 'Form']",,"['Machine Shop Turnings', 'Material']"
286,IS_COMPOSED_OF,"['222', 'Title']",['181'],,,"['Ferrous Scrap ', 'Specifications']",,,"['Turnings', ' drillings', ' screw cuttings and borings (iron) ', 'name']","['Springy', ' bushy', ' tangled or matted material', ' lumps', ' iron borings', ' nonferrous metals in a free state', ' grindings', ' or excessive oil', 'Categorisation']",,,,"['Clean. May include any such material whether resulting from crushing', ' raking', ' or other processes.', 'Form']",,"['Shoveling Turnings and Iron Borings', 'full_community_id']"
287,IS_COMPOSED_OF,"['221', 'Title']",['180'],,,"['Ferrous Scrap ', 'Specifications']",,,"['Turnings', ' drillings', ' screw cuttings', 'name']","['Springy', ' bushy', ' tangled or matted material', ' lumps', ' iron borings', ' nonferrous metals in a free state', ' grindings', ' or excessive oil', 'Categorisation']",,,,"['Clean. May include any such material whether resulting from crushing', ' raking', ' or other processes.', 'Form']",,"['Shoveling Turnings', 'full_community_id']"
288,IS_COMPOSED_OF,"['217', 'Dimensions']",['176'],,,"['Ferrous Scrap ', 'Specifications']",,"['1/8 inch or over in thickness and weighing not less than 75 pounds per cubic foot', 'Title']",,"['All metal-coated material', 'Categorisation']","['Wrought iron and/or steel ', 'full_community_id']",,,"['Compressed to charging box size', 'name']",,"['Bundled No. 1 Steel', 'Material']"
289,IS_COMPOSED_OF,"['218', 'Dimensions']",['177'],,,"['Ferrous Scrap ', 'Specifications']",,"['1/8 inch and over in thickness and weighing not less than 75 pounds per cubic foot.', 'Title']",,"['All coated material', ' except as found on automobiles', 'Categorisation']","['Wrought iron and/or steel ', 'full_community_id']",,,"['Black or galvanized. Compressed to charging box size. Auto body and fender stock', ' burnt or hand stripped', ' may constitute a maximum of 60 percent by weight. (This percent based on makeup of auto body', ' chassis', ' driveshafts', ' and bumpers.)', 'name']",,"['Bundled No. 2 Steel', 'Material']"
290,IS_COMPOSED_OF,"['205', 'Dimensions']",['163'],,,"['Ferrous Scrap ', 'Specifications']",,"['Maximum size 36 x18 inches', 'Title']",,"['Sheet iron or thin gauged material', 'Categorisation']","['Wrougt iron and steel ', 'full_community_id']",,,"['Black and galvanized. May include all automobile scrap properly prepared.', 'name']",,"['No. 2 Heavy Melting Steel 3 feet x 18 inches', 'Material']"
291,IS_COMPOSED_OF,"['200', 'Dimensions']",['158'],,,"['Ferrous Scrap ', 'Specifications']",,"['1/4 inch and over in thickness. Individual pieces not over 60 x 24 inches (charging box size)', 'Title']",,,"['Wrougt iron and/or steel', 'full_community_id']",,,"['Prepared in a manner to insure compact charging.', 'name']",,"['No. 1 Heavy Melting Steel', 'Material']"
292,IS_COMPOSED_OF,"['203', 'Dimensions']",['161'],,,"['Ferrous Scrap ', 'Specifications']",,"['1/8 inch and over in thickness', 'Title']",,,"['Wrougt iron and steel ', 'full_community_id']",,,"['Black and galvanized. Charging box size to include material not suitable as No. 1 heavy melting steel. Prepared in a manner to insure compact charging.', 'name']",,"['No. 2 Heavy Melting Steel', 'Material']"
293,IS_COMPOSED_OF,"['201', 'Dimensions']",['159'],,,"['Ferrous Scrap ', 'Specifications']",,"['1/4 inch and over in thickness. Individual pieces not over 36 x 18 inches (charging box size)', 'Title']",,,"['Wrougt iron and/or steel', 'full_community_id']",,,"['Prepared in a manner to insure compact charging.', 'name']",,"['No. 1 Heavy Melting Steel 3 feet x 18 inches', 'Material']"
294,IS_COMPOSED_OF,"['206', 'Dimensions']",['164'],,,"['Ferrous Scrap ', 'Specifications']",,"['Maximum size 60 x18 inches', 'Title']",,"['Sheet iron or thin gauged material', 'Categorisation']","['Wrougt iron and steel ', 'full_community_id']",,,"['Black and galvanized. May include all automobile scrap properly prepared.', 'name']",,"['No. 2 Heavy Melting Steel 5 feet x 18 inches', 'Material']"
295,IS_COMPOSED_OF,"['204', 'Dimensions']",['162'],,,"['Ferrous Scrap ', 'Specifications']",,"['Maximum size 36 x18 inches', 'Title']",,,"['Wrougt iron and steel ', 'full_community_id']",,,"['Black and galvanized. May include all automobile scrap properly prepared.', 'name']",,"['No. 2 Heavy Melting Steel', 'Material']"
296,IS_COMPOSED_OF,"['202', 'Dimensions']",['160'],,,"['Ferrous Scrap ', 'Specifications']",,"['1/4 inch and over in thickness. Individual pieces not over 60 x 18 inches (charging box size)', 'Title']",,,"['Wrougt iron and/or steel', 'full_community_id']",,,"['Prepared in a manner to insure compact charging.', 'name']",,"['No. 1 Heavy Melting Steel 5 feet x 18 inches', 'Material']"
297,IS_COMPOSED_OF,"['269', 'Title']",['230'],,,"['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Special Boring Grades', 'Specifications']",,,"['Boring briquettes', 'name']","['Steel and nonferrous material', ' reasonably free of oil', 'Categorisation']","['Cast iron ', 'full_community_id']",,,"['hydraulically compressed into a cohesive solid', ' and having a density of not less than 60 percent', 'Form']",,"['Briquetted Cast Iron Borings', ' Cold Process', 'Material']"
298,IS_COMPOSED_OF,"['268', 'Title']",['229'],,,"['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Special Boring Grades', 'Specifications']",,,"['Borings', 'name']",,"['Cast iron ', 'full_community_id']",,,"['Heated', ' briquetted', ' to a density of approximately 85 percent', ' oil and water content under 1 percent', 'Form']",,"['Briquetted Cast Iron Borings', ' Hot Process', 'Material']"
299,IS_COMPOSED_OF,"['266', 'Title']",['227'],,,"['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades', 'Specifications']",,,"['Ingot molds and stools', 'name']",,"['Cast iron ', 'full_community_id']",,,"['Unbroken ', 'Form']",,"['Unbroken Ingot Molds and Stools', 'Material']"
300,IS_COMPOSED_OF,"['258', 'Title']",['219'],,,"['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades', 'name']",,,,"['Malleable and steel parts', ' window weights', ' plow points', ' or burnt cast iron', 'Categorisation']",,,,,,"['Stove Plate', ' Clean Cast Iron Stove', 'full_community_id']"
301,IS_COMPOSED_OF,"['271', 'Title']",['232'],,,"['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Special Boring Grades', 'Specifications']",,,"['Borings and drillings ', 'name']","['Steel turnings', ' or chips', ' lumps', ' scale', ' corroded or rusty material', 'Categorisation']","['Cast or malleable iron ', 'full_community_id']",,,"['Nea clean', ' containing not more than 1.5 percent oil', 'Form']",,"['No. 2 Chemical Borings', 'Material']"
302,IS_COMPOSED_OF,"['256', 'Title']",['217'],,,"['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades', 'Specifications']",,,"['Stove parts', ' grate bars', ' and miscellaneous burnt iron', 'name']",,"['Burnt cast iron ', 'full_community_id']",,,"['May include sash weights or window weights.', 'Form']",,"['Burnt Iron', 'Material']"
303,IS_COMPOSED_OF,"['255', 'Title']",['216'],,,"['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades', 'Form']",,,"['Hammer block or bases', 'name']",,"['Cast iron ', 'full_community_id']",,,,,"['Hammer Block or Bases', 'Material']"
304,IS_COMPOSED_OF,"['265', 'Dimensions']",['226'],,,"['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades', 'Specifications']",,"['Maximum size 2 feet x 3 feet x 5 feet', 'Title']","['Ingot molds and stools', 'name']",,"['Cast iron ', 'full_community_id']",,,"['Broken ', 'Form']",,"['Broken Ingot Molds and Stools', 'Material']"
305,IS_COMPOSED_OF,"['257', 'Dimensions']",['218'],,,"['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades', 'Specifications']",,"['Dimensions not over 24 inches x 30 inches and no piece over 150 pounds in weight', 'Title']",,,"['Cast iron ', 'full_community_id']",,,"['May include all grades of cast iron except burnt iron.', 'name']",,"['Mixed Cast', 'Material']"
306,IS_COMPOSED_OF,"['267', 'Title']",['228'],,,"['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Special Boring Grades', 'Specifications']",,,"['Borings and drillings ', 'name']","['Steel turnings', ' or chips', ' lumps', ' scale', ' corroded or rusty material', 'Categorisation']","['Cast or malleable iron ', 'full_community_id']",,,"['Containing not more than 1 percent oil', 'Form']",,"['No. 1 Chemical Borings', 'Material']"
307,IS_COMPOSED_OF,"['254', 'Dimensions']",['215'],,,"['Ferrous Scrap - Specially processed Grades to Meet Consumer Requirements - Cast Iron Grades', 'Specifications']",,"['Charging box size or weighing more than 500 pounds', 'Title']",,,"['Cast iron ', 'full_community_id']",,,"['May include cylinders and driving wheel centers. May include steel which does not exceed 10 percent of the casting by weight', 'name']",,"['Heavy Breakable Cast', 'Material']"
